ID,diamond_id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeClean,brown,green,milky,discount,price,price_per_carat,video,image,pdf,mine_of_origin,canada_mark_eligible,is_returnable,lg,markup_price,markup_currency,deliveredPrice,minDeliveryDays,maxDeliveryDays,crownHeight,crownAngle,pavAngle,pavHeight,pavDepth,fancyColor,fancyOvertone,fancyIntensity,colorShade,videosImageUri,videosFrame,blue,gray,country,labgrownType,fullShape,starLength,lowerGirdle
11,7c5fab91-c7ea-4431-b1a3-c29446f8987f,5A7A4C3CD,LG692598021,ROUND,2.11,G,VS1,ID,EX,EX,NON,,8.18,8.25,5.07,61.6,59,POINTED,IGI,MED to STK,100%,No,No,No,-99.28%,228.39,108.24,https://loupe360.com/diamond/LG692598021/video/500/500?d_id=7c5fab91-c7ea-4431-b1a3-c29446f8987f&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://pdf.igi.org/FDR692598021.pdf,,FALSE,Y,lab,650.91,USD,228.39,5,7,14,34.2,41.2,,43.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTIwMDMyNTA5NTYtMjQ1LTc=,255,,0,IN,CVD,ROUND BRILLIANT,,
12,8037703d-02e8-45d6-af6d-b1eac72dffc0,AC22FE841,LG681504892,ROUND,2.55,H,VVS2,ID,EX,EX,NON,,8.7,8.75,5.42,62.1,57,POINTED,IGI,MED to STK,100%,No,No,No,-99.13%,299.65,117.51,,,https://pdf.igi.org/FDR681504892.pdf,,FALSE,Y,lab,854,USD,299.65,5,7,15.5,35.7,40.8,,43,,,,,,,,0,IN,CVD,ROUND BRILLIANT,,
13,b9fd6860-c351-435a-a89d-717a66fc3286,709903A83,LG692598022,ROUND,1.01,D,VS2,EX,EX,EX,NON,,6.37,6.42,4.01,62.8,58,POINTED,IGI,MED to STK,100%,No,No,No,-98.45%,114.51,113.38,https://loupe360.com/diamond/LG692598022/video/500/500?d_id=b9fd6860-c351-435a-a89d-717a66fc3286&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://pdf.igi.org/FDR692598022.pdf,,FALSE,Y,lab,349.26,USD,114.51,5,7,14,34,41.7,,44.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTIwMDMyNTA5NTItMjQ1LTVC,255,,0,IN,CVD,ROUND BRILLIANT,,
14,d5b39892-48a8-44dc-8e82-75e3198dfbf2,6C87F21C2,LG703512234,ROUND,5.07,F,VVS2,ID,EX,EX,NON,,10.94,10.99,6.79,62,57,POINTED,IGI,MED to STK,100%,No,No,No,-99.77%,686.44,135.39,https://loupe360.com/diamond/LG703512234/video/500/500?d_id=d5b39892-48a8-44dc-8e82-75e3198dfbf2&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://pdf.igi.org/FDR703512234.pdf,,FALSE,Y,lab,1853.39,USD,686.44,5,7,15,34.9,40.6,,43,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTI1MDQyNTEwMDMtMzIyLTUtMQ==,255,,0,IN,CVD,ROUND BRILLIANT,,
15,fbcb83e9-a437-489f-a6df-ea909f54a02e,627C46738,LG702535320,ROUND,1.2,D,VS1,EX,EX,EX,NON,,6.85,6.89,4.1,59.7,61,POINTED,IGI,MED to STK,100%,No,No,No,-98.64%,141.39,117.83,https://loupe360.com/diamond/LG702535320/video/500/500?d_id=fbcb83e9-a437-489f-a6df-ea909f54a02e&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://pdf.igi.org/FDR702535320.pdf,,FALSE,Y,lab,431.24,USD,141.39,5,7,12.5,32.8,40.7,,43,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTIxMDQyNTE4NDEtMzIyLTMtNA==,255,,0,IN,CVD,ROUND BRILLIANT,,
16,b4e26a7a-3da8-4040-b116-0c7d0bc5edb3,2A0EF4EB8,LG656414893,EMERALD,4.66,D,VVS2,-,EX,EX,NON,,11.54,7.87,5.19,65.9,62,LONG,IGI,MED to STK,100%,No,No,No,-99.63%,760.09,163.11,https://loupe360.com/diamond/LG656414893/video/500/500?d_id=b4e26a7a-3da8-4040-b116-0c7d0bc5edb3&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/5b3fdc05-100d-478f-8faa-9f6876afc680.jpg?d_id=b4e26a7a-3da8-4040-b116-0c7d0bc5edb3&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://pdf.igi.org/FDR656414893.pdf,,FALSE,Y,lab,2128.25,USD,760.09,5,7,15,35.9,42.2,0,48.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5zMzYwLnNlcnZpY2VzL3ZpZGVvLmh0bWw/ZD1ISy0xNQ==,256,,0,IN,CVD,EMERALD CUT,,0
17,ccc4f31a-5278-4435-a216-baab111a2bd5,3E0264695,LG654484311,EMERALD,4.69,D,VVS2,-,EX,EX,NON,,11.4,7.72,5.24,67.9,63,LONG,IGI,MED to STK,100%,No,No,No,-99.63%,764.84,163.08,https://loupe360.com/diamond/LG654484311/video/500/500?d_id=ccc4f31a-5278-4435-a216-baab111a2bd5&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/76a7f10c-3772-4d53-b8b8-8b01d3252113.jpg?d_id=ccc4f31a-5278-4435-a216-baab111a2bd5&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://pdf.igi.org/FDR654484311.pdf,,FALSE,Y,lab,2141.55,USD,764.84,5,7,15,34.7,38.9,,49.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5zMzYwLnNlcnZpY2VzL3ZpZGVvLmh0bWw/ZD1ISy0z,256,,0,IN,CVD,EMERALD CUT,,
18,668a1ad2-45ec-43ce-b870-2a793eb41894,77B16D1B1,LG679512191,EMERALD,3.18,E,VVS2,-,EX,EX,NON,,10.03,6.93,4.51,65.1,68,LGE,IGI,MED,100%,No,No,No,-99.46%,504.33,158.59,https://loupe360.com/diamond/LG679512191/video/500/500?d_id=668a1ad2-45ec-43ce-b870-2a793eb41894&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/81275bb9-2de7-48ee-9474-be5909999602.jpg?d_id=668a1ad2-45ec-43ce-b870-2a793eb41894&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG679512191.pdf,,FALSE,Y,lab,1412.12,USD,504.33,5,7,13,40.2,42.8,,48.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlb3MuZ2VtMzYwLmluL2ltYWdlZC8xMzAyMjUxNjA3LUhSLTVBL3ZpZGVvLm1wNA==,256,,0,IN,CVD,EMERALD CUT,,
19,0e713dbc-c481-4664-87b7-4a8b73ccb1ed,E330004B7,LG681587810,EMERALD,8.65,E,VVS2,-,EX,EX,NON,,13.67,9.63,6.27,65.1,64,LGE,IGI,MED,100%,No,No,No,-99.46%,2554.29,295.29,https://loupe360.com/diamond/LG681587810/video/500/500?d_id=0e713dbc-c481-4664-87b7-4a8b73ccb1ed&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/7eab2c0f-634b-450c-8398-fcb1c498d91f.jpg?d_id=0e713dbc-c481-4664-87b7-4a8b73ccb1ed&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG681587810.pdf,,FALSE,Y,lab,6385.72,USD,2554.29,5,7,14,39.7,33.6,,46.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTU3,256,,0,IN,CVD,EMERALD CUT,,
20,2a898dbc-8fa0-4d9b-b497-581ef57a71bb,87F5CC817,LG691569334,EMERALD,3.02,D,VVS2,-,EX,EX,NON,,9.58,6.72,4.68,69.6,67,LGE,IGI,MED,100%,No,No,No,-99.49%,499.82,165.5,https://loupe360.com/diamond/LG691569334/video/500/500?d_id=2a898dbc-8fa0-4d9b-b497-581ef57a71bb&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/462f3a98-d1cf-446b-b7dc-196dea7a5507.jpg?d_id=2a898dbc-8fa0-4d9b-b497-581ef57a71bb&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG691569334.pdf,,FALSE,Y,lab,1399.5,USD,499.82,5,7,14.5,37.8,41.3,,51.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTEyMDMyNTE1MDktSEQtNDE3,255,,0,IN,CVD,EMERALD CUT,,
21,2c63d826-0853-4de2-bb78-3605177043e1,1DFE345C6,LG683520678,EMERALD,10,Fancy Intense Pink,VS2,-,EX,EX,FNT,,14.32,10.23,6.65,65,62,LGE,IGI,STK,100%,No,No,No,9.48%,1990.61,199.06,https://loupe360.com/diamond/LG683520678/video/500/500?d_id=2c63d826-0853-4de2-bb78-3605177043e1&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/8821975c-1b9c-4e02-bbee-060b261366de.jpg?d_id=2c63d826-0853-4de2-bb78-3605177043e1&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG683520678.pdf,,FALSE,Y,lab,4976.52,USD,1990.61,5,7,16,40.4,37.3,,45,Pink,,Fancy_Intense,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTEwMDIyNTE2NTUtRElELTEzOQ==,255,,0,IN,CVD,EMERALD CUT,,
22,1066bc74-c20e-46f0-b4fe-1dc1c6472c68,03F88C71E,LG640444470,EMERALD,2.14,Fancy Yellow,VVS2,-,EX,EX,NON,,8.56,6.03,4.09,67.8,65,LGE,IGI,MED,100%,No,No,No,12.16%,606.1,283.22,https://loupe360.com/diamond/LG640444470/video/500/500?d_id=1066bc74-c20e-46f0-b4fe-1dc1c6472c68&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/d3a99307-cffe-4409-a25d-68f041674ed6.jpg?d_id=1066bc74-c20e-46f0-b4fe-1dc1c6472c68&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG640444470.pdf,,FALSE,Y,lab,1727.38,USD,606.1,5,7,13,31.7,42,,50,Yellow,,Fancy,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPTY0MDQ0NDQ3MA==,256,,0,IN,CVD,EMERALD CUT,,
23,9e56818d-a1e7-4946-b683-687a330d53ba,1800BFE7D,LG635470866,EMERALD,7.51,G,VVS2,-,EX,EX,NON,,13.65,9.12,5.91,64.8,62,LONG,IGI,MED,100%,No,No,No,-99.59%,1369.38,182.34,https://loupe360.com/diamond/LG635470866/video/500/500?d_id=9e56818d-a1e7-4946-b683-687a330d53ba&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/2949152f-c101-4ca6-ac67-57942574c5f4.jpg?d_id=9e56818d-a1e7-4946-b683-687a330d53ba&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG635470866.pdf,,FALSE,Y,lab,3423.45,USD,1369.38,5,7,14.5,33.5,39.7,,47.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvZGlhbW9uZHZpZXcuYXNweD9kPTIwMDYyNDEtRFYtMzEt,256,,0,IN,CVD,EMERALD CUT,,
24,b6cae248-6f7f-4098-b6d4-f2c45134db07,CD3C883ED,LG691510531,EMERALD,3.04,D,VS1,-,EX,EX,NON,,9.62,6.87,4.39,63.9,64,LGE,IGI,STK,100%,No,No,No,-99.56%,403.17,132.62,https://loupe360.com/diamond/LG691510531/video/500/500?d_id=b6cae248-6f7f-4098-b6d4-f2c45134db07&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/6cdf2458-fcb4-421a-a289-dda4d4d9ccb2.jpg?d_id=b6cae248-6f7f-4098-b6d4-f2c45134db07&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG691510531.pdf,,FALSE,Y,lab,1128.88,USD,403.17,5,7,13.5,39.6,36,,46,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTA4MDMyNTE3NDItSEQtNDE3QQ==,255,,0,IN,CVD,EMERALD CUT,,
25,105ecda3-bb01-4f70-9ed6-4e2c7c6b9fc2,BAAF20A17,LG674511730,RADIANT,9.02,E,VS1,-,EX,EX,NON,,13.94,9.93,6.48,65.3,62,LGE,IGI,MED,100%,No,No,No,-99.45%,2564.25,284.28,https://loupe360.com/diamond/LG674511730/video/500/500?d_id=105ecda3-bb01-4f70-9ed6-4e2c7c6b9fc2&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/25e818d1-2257-4655-965b-311763f1d89f.jpg?d_id=105ecda3-bb01-4f70-9ed6-4e2c7c6b9fc2&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG674511730.pdf,,FALSE,Y,lab,6410.62,USD,2564.25,5,7,14,33.4,45.5,,48.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPVNOLTIwMg==,256,,0,IN,CVD,CUT CORNERED RECTANGULAR MIXED CUT,,
26,54b714d6-445c-49bc-925e-10d00c865d95,67501B295,LG665456405,RADIANT,8.22,Fancy Vivid Yellow,VS2,-,EX,EX,NON,,14.87,9.5,5.97,62.8,63,POINTED,IGI,STK to THK,100%,No,No,No,5.65%,4166.71,506.9,https://loupe360.com/diamond/LG665456405/video/500/500?d_id=54b714d6-445c-49bc-925e-10d00c865d95&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/f68476e1-b85e-4f85-bf3f-ecefdf0e2c30.jpg?d_id=54b714d6-445c-49bc-925e-10d00c865d95&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG665456405.pdf,,FALSE,Y,lab,10416.78,USD,4166.71,5,7,15.5,41.7,,,41,Yellow,,Fancy_Vivid,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTI5MTEyNDA5NTMtREItMjIy,255,,0,IN,CVD,CUT CORNERED RECTANGULAR MODIFIED BRILLIANT,,
